,room0,room1,type0,type1,changed
4926,d,d,wall,wall,False
4927,d,d,wall,door,False
4928,d,d,door,wall,False
4929,d,d,wall,wall,False
4930,d,d,wall,wall,False
4931,d,d,wall,wall,False
4932,d,d,wall,door,False
4933,d,d,door,wall,False
4934,d,d,wall,wall,False
4935,d,d,wall,wall,False
4936,d,d,wall,wall,False
4937,d,d,wall,wall,False
4938,d,d,wall,wall,False
4939,d,d,wall,wall,False
4940,d,d,wall,wall,False
4941,d,d,wall,wall,False
4942,d,d,wall,wall,False
4943,d,d,wall,wall,False
4944,d,d,wall,wall,False
4945,d,d,wall,wall,False
4946,d,d,wall,wall,False
4947,d,d,wall,wall,False
4948,d,d,wall,wall,False
4949,d,d,wall,table,False
4950,d,d,table,wall,False
4951,d,d,wall,door,False
4952,d,d,door,door,False
4953,d,d,door,wall,False
4954,d,d,wall,door,False
4955,d,d,door,wall,False
4956,d,d,wall,door,False
4957,d,d,door,wall,False
4958,d,d,wall,wall,False
4959,d,d,wall,wall,False
4960,d,d,wall,wall,False
4961,d,d,wall,wall,False
4962,d,d,wall,wall,False
4963,d,d,wall,table,False
4964,d,d,table,wall,False
4965,d,d,wall,door,False
4966,d,d,door,wall,False
4967,d,d,wall,wall,False
4968,d,d,wall,wall,False
4969,d,d,wall,wall,False
4970,d,d,wall,table,False
4971,d,d,table,wall,False
4972,d,d,wall,door,False
4973,d,d,door,door,False
4974,d,d,door,table,False
4975,d,d,table,wall,False
4976,d,d,wall,wall,False
4977,d,d,wall,wall,False
4978,d,d,wall,wall,False
4979,d,d,wall,door,False
4980,d,d,door,wall,False
4981,d,d,wall,wall,False
4982,d,d,wall,wall,False
4983,d,d,wall,table,False
4984,d,d,table,wall,False
4985,d,d,wall,table,False
4986,d,d,table,wall,False
4987,d,d,wall,table,False
4988,d,d,table,wall,False
4989,d,d,wall,wall,False
4990,d,d,wall,wall,False
4991,d,d,wall,wall,False
4992,d,d,wall,wall,False
4993,d,d,wall,wall,False
4994,d,d,wall,wall,False
4995,d,d,wall,wall,False
4996,d,d,wall,door,False
4997,d,d,door,wall,False
4998,d,d,wall,wall,False
4999,d,d,wall,door,False
5000,d,d,door,wall,False
5001,d,d,wall,door,False
5002,d,d,door,wall,False
5003,d,d,wall,wall,False
5004,d,d,wall,door,False
5005,d,d,door,table,False
5006,d,d,table,wall,False
5007,d,d,wall,wall,False
5008,d,d,wall,table,False
5009,d,d,table,wall,False
5010,d,d,wall,wall,False
5011,d,d,wall,wall,False
5012,d,d,wall,wall,False
5013,d,d,wall,wall,False
5014,d,d,wall,wall,False
5015,d,d,wall,wall,False
5016,d,d,wall,wall,False
5017,d,d,wall,door,False
5018,d,d,door,wall,False
5019,d,d,wall,wall,False
5020,d,d,wall,wall,False
5021,d,d,wall,wall,False
5022,d,d,wall,wall,False
5023,d,d,wall,wall,False
5024,d,d,wall,door,False
5025,d,d,door,table,False
5026,d,d,table,door,False
5027,d,d,door,wall,False
5028,d,d,wall,wall,False
5029,d,d,wall,wall,False
5030,d,d,wall,wall,False
5031,d,d,wall,door,False
5032,d,d,door,door,False
5033,d,d,door,wall,False
5034,d,d,wall,wall,False
5035,d,d,wall,wall,False
5036,d,d,wall,table,False
5037,d,d,table,wall,False
5038,d,d,wall,wall,False
5039,d,d,wall,door,False
5040,d,d,door,wall,False
5041,d,d,wall,wall,False
5042,d,d,wall,wall,False
5043,d,d,wall,wall,False
5044,d,d,wall,door,False
5045,d,d,door,wall,False
5046,d,d,wall,door,False
5047,d,c,door,door,True
5048,c,d,door,door,True
5049,d,d,door,wall,False
5050,d,d,wall,table,False
5051,d,d,table,wall,False
5052,d,d,wall,table,False
5053,d,d,table,wall,False
5054,d,d,wall,wall,False
5055,d,d,wall,wall,False
5056,d,d,wall,wall,False
5057,d,d,wall,wall,False
5058,d,d,wall,wall,False
5059,d,d,wall,wall,False
5060,d,d,wall,wall,False
5061,d,d,wall,wall,False
5062,d,d,wall,wall,False
5063,d,d,wall,wall,False
5064,d,d,wall,table,False
5065,d,d,table,door,False
5066,d,d,door,table,False
5067,d,d,table,wall,False
5068,d,d,wall,wall,False
5069,d,d,wall,wall,False
5070,d,d,wall,wall,False
5071,d,d,wall,wall,False
5072,d,d,wall,wall,False
5073,d,d,wall,door,False
5074,d,d,door,door,False
5075,d,d,door,wall,False
5076,d,d,wall,wall,False
5077,d,d,wall,wall,False
5078,d,d,wall,wall,False
5079,d,d,wall,wall,False
5080,d,d,wall,table,False
5081,d,d,table,wall,False
5082,d,d,wall,wall,False
5083,d,d,wall,wall,False
5084,d,d,wall,wall,False
5085,d,d,wall,wall,False
5086,d,d,wall,wall,False
5087,d,d,wall,wall,False
5088,d,d,wall,wall,False
5089,d,d,wall,wall,False
5090,d,d,wall,door,False
5091,d,c,door,door,True
5092,c,c,door,wall,False
5093,c,c,wall,wall,False
5094,c,c,wall,wall,False
5095,c,c,wall,wall,False
5096,c,c,wall,wall,False
5097,c,c,wall,wall,False
5098,c,c,wall,table,False
5099,c,c,table,door,False
5100,c,c,door,wall,False
5101,c,c,wall,wall,False
5102,c,c,wall,wall,False
5103,c,c,wall,wall,False
5104,c,c,wall,door,False
5105,c,c,door,wall,False
5106,c,c,wall,wall,False
5107,c,c,wall,table,False
5108,c,c,table,wall,False
5109,c,c,wall,door,False
5110,c,c,door,wall,False
5111,c,c,wall,door,False
5112,c,c,door,wall,False
5113,c,c,wall,door,False
5114,c,c,door,wall,False
5115,c,c,wall,wall,False
5116,c,c,wall,door,False
5117,c,c,door,wall,False
5118,c,c,wall,table,False
5119,c,c,table,wall,False
5120,c,c,wall,wall,False
5121,c,c,wall,wall,False
5122,c,c,wall,wall,False
5123,c,c,wall,wall,False
5124,c,c,wall,door,False
5125,c,c,door,wall,False
5126,c,c,wall,wall,False
5127,c,c,wall,wall,False
5128,c,c,wall,wall,False
5129,c,c,wall,door,False
5130,c,c,door,wall,False
5131,c,c,wall,door,False
5132,c,c,door,door,False
5133,c,c,door,wall,False
5134,c,c,wall,table,False
5135,c,c,table,wall,False
5136,c,c,wall,wall,False
5137,c,c,wall,wall,False
5138,c,c,wall,wall,False
5139,c,c,wall,table,False
5140,c,c,table,wall,False
5141,c,c,wall,door,False
5142,c,c,door,wall,False
5143,c,c,wall,door,False
5144,c,c,door,wall,False
5145,c,c,wall,wall,False
5146,c,c,wall,wall,False
5147,c,c,wall,wall,False
5148,c,c,wall,door,False
5149,c,c,door,wall,False
5150,c,c,wall,wall,False
5151,c,c,wall,wall,False
5152,c,c,wall,wall,False
5153,c,c,wall,wall,False
5154,c,c,wall,door,False
5155,c,c,door,wall,False
5156,c,c,wall,wall,False
5157,c,c,wall,door,False
5158,c,c,door,table,False
5159,c,c,table,wall,False
5160,c,c,wall,wall,False
5161,c,c,wall,wall,False
5162,c,c,wall,door,False
5163,c,c,door,wall,False
5164,c,c,wall,wall,False
5165,c,c,wall,wall,False
5166,c,c,wall,table,False
5167,c,c,table,wall,False
5168,c,c,wall,wall,False
5169,c,c,wall,wall,False
5170,c,c,wall,door,False
5171,c,c,door,table,False
5172,c,c,table,wall,False
5173,c,c,wall,wall,False
5174,c,c,wall,door,False
5175,c,c,door,wall,False
5176,c,c,wall,wall,False
5177,c,c,wall,wall,False
5178,c,c,wall,wall,False
5179,c,c,wall,wall,False
5180,c,c,wall,table,False
5181,c,c,table,door,False
5182,c,c,door,wall,False
5183,c,c,wall,wall,False
5184,c,c,wall,wall,False
5185,c,c,wall,wall,False
5186,c,c,wall,door,False
5187,c,c,door,wall,False
5188,c,c,wall,wall,False
5189,c,c,wall,wall,False
5190,c,c,wall,table,False
5191,c,c,table,wall,False
5192,c,c,wall,wall,False
5193,c,c,wall,wall,False
5194,c,c,wall,wall,False
5195,c,c,wall,wall,False
5196,c,c,wall,table,False
5197,c,c,table,door,False
5198,c,c,door,wall,False
5199,c,c,wall,door,False
5200,c,c,door,door,False
5201,c,c,door,wall,False
5202,c,c,wall,wall,False
5203,c,c,wall,door,False
5204,c,c,door,table,False
5205,c,c,table,wall,False
5206,c,c,wall,door,False
5207,c,c,door,door,False
5208,c,d,door,door,True
5209,d,d,door,door,False
5210,d,d,door,wall,False
5211,d,d,wall,wall,False
5212,d,d,wall,wall,False
5213,d,d,wall,door,False
5214,d,d,door,wall,False
5215,d,d,wall,door,False
5216,d,d,door,wall,False
5217,d,d,wall,wall,False
5218,d,d,wall,door,False
5219,d,c,door,door,True
5220,c,c,door,wall,False
5221,c,c,wall,door,False
5222,c,c,door,door,False
5223,c,c,door,wall,False
5224,c,c,wall,wall,False
5225,c,c,wall,wall,False
5226,c,c,wall,wall,False
5227,c,c,wall,wall,False
5228,c,c,wall,door,False
5229,c,c,door,wall,False
5230,c,c,wall,wall,False
5231,c,c,wall,table,False
5232,c,c,table,wall,False
5233,c,c,wall,table,False
5234,c,c,table,door,False
5235,c,c,door,wall,False
5236,c,c,wall,wall,False
5237,c,c,wall,door,False
5238,c,c,door,table,False
5239,c,c,table,wall,False
5240,c,c,wall,wall,False
5241,c,c,wall,door,False
5242,c,c,door,door,False
5243,c,c,door,wall,False
5244,c,c,wall,wall,False
5245,c,c,wall,wall,False
5246,c,c,wall,wall,False
5247,c,c,wall,table,False
5248,c,c,table,wall,False
5249,c,c,wall,wall,False
5250,c,c,wall,door,False
5251,c,c,door,wall,False
5252,c,c,wall,wall,False
5253,c,c,wall,table,False
5254,c,c,table,wall,False
5255,c,c,wall,wall,False
5256,c,c,wall,table,False
5257,c,c,table,door,False
5258,c,c,door,wall,False
5259,c,c,wall,wall,False
5260,c,c,wall,wall,False
5261,c,c,wall,wall,False
5262,c,c,wall,wall,False
5263,c,c,wall,wall,False
5264,c,c,wall,wall,False
5265,c,c,wall,wall,False
5266,c,c,wall,wall,False
5267,c,c,wall,wall,False
5268,c,c,wall,door,False
5269,c,c,door,wall,False
5270,c,c,wall,door,False
5271,c,c,door,wall,False
5272,c,c,wall,table,False
5273,c,c,table,door,False
5274,c,c,door,wall,False
5275,c,c,wall,table,False
5276,c,c,table,wall,False
5277,c,c,wall,door,False
5278,c,c,door,wall,False
5279,c,c,wall,wall,False
5280,c,c,wall,wall,False
5281,c,c,wall,table,False
5282,c,c,table,wall,False
5283,c,c,wall,wall,False
5284,c,c,wall,door,False
5285,c,c,door,table,False
5286,c,c,table,door,False
5287,c,c,door,table,False
5288,c,c,table,wall,False
5289,c,c,wall,wall,False
5290,c,c,wall,wall,False
5291,c,c,wall,wall,False
5292,c,c,wall,wall,False
5293,c,c,wall,door,False
5294,c,c,door,wall,False
5295,c,c,wall,wall,False
5296,c,c,wall,table,False
5297,c,c,table,wall,False
5298,c,c,wall,wall,False
5299,c,c,wall,wall,False
5300,c,c,wall,wall,False
5301,c,c,wall,wall,False
5302,c,c,wall,door,False
5303,c,c,door,door,False
5304,c,c,door,wall,False
5305,c,c,wall,table,False
5306,c,c,table,wall,False
5307,c,c,wall,wall,False
5308,c,c,wall,wall,False
5309,c,c,wall,wall,False
5310,c,c,wall,door,False
5311,c,d,door,door,True
5312,d,d,door,wall,False
5313,d,d,wall,wall,False
5314,d,d,wall,wall,False
5315,d,d,wall,wall,False
5316,d,d,wall,wall,False
5317,d,d,wall,table,False
5318,d,d,table,door,False
5319,d,d,door,wall,False
5320,d,d,wall,door,False
5321,d,d,door,wall,False
5322,d,d,wall,wall,False
5323,d,d,wall,wall,False
5324,d,d,wall,wall,False
5325,d,d,wall,wall,False
5326,d,d,wall,table,False
5327,d,d,table,wall,False
5328,d,d,wall,wall,False
5329,d,d,wall,table,False
5330,d,d,table,wall,False
5331,d,d,wall,wall,False
5332,d,d,wall,wall,False
5333,d,d,wall,door,False
5334,d,c,door,door,True
5335,c,d,door,door,True
5336,d,d,door,door,False
5337,d,b,door,door,True
5338,b,b,door,wall,False
5339,b,b,wall,door,False
5340,b,b,door,wall,False
5341,b,b,wall,wall,False
5342,b,b,wall,door,False
5343,b,b,door,wall,False
5344,b,b,wall,wall,False
5345,b,b,wall,wall,False
5346,b,b,wall,wall,False
5347,b,b,wall,wall,False
5348,b,b,wall,door,False
5349,b,b,door,door,False
5350,b,b,door,wall,False
5351,b,b,wall,wall,False
5352,b,b,wall,wall,False
5353,b,b,wall,wall,False
5354,b,b,wall,door,False
5355,b,b,door,wall,False
5356,b,b,wall,door,False
5357,b,b,door,door,False
5358,b,b,door,table,False
5359,b,b,table,wall,False
5360,b,b,wall,door,False
5361,b,b,door,wall,False
5362,b,b,wall,wall,False
5363,b,b,wall,door,False
5364,b,a,door,door,True
5365,a,a,door,wall,False
5366,a,a,wall,wall,False
5367,a,a,wall,wall,False
5368,a,a,wall,wall,False
5369,a,a,wall,door,False
5370,a,b,door,door,True
5371,b,b,door,wall,False
5372,b,b,wall,wall,False
5373,b,b,wall,wall,False
5374,b,b,wall,wall,False
5375,b,b,wall,wall,False
5376,b,b,wall,door,False
5377,b,d,door,door,True
5378,d,d,door,wall,False
5379,d,d,wall,wall,False
5380,d,d,wall,wall,False
5381,d,d,wall,wall,False
5382,d,d,wall,wall,False
5383,d,d,wall,door,False
5384,d,d,door,door,False
5385,d,d,door,wall,False
5386,d,d,wall,door,False
5387,d,d,door,wall,False
5388,d,d,wall,table,False
5389,d,d,table,wall,False
5390,d,d,wall,wall,False
5391,d,d,wall,wall,False
5392,d,d,wall,wall,False
5393,d,d,wall,door,False
5394,d,d,door,wall,False
5395,d,d,wall,wall,False
5396,d,d,wall,wall,False
5397,d,d,wall,wall,False
5398,d,d,wall,wall,False
5399,d,d,wall,door,False
5400,d,d,door,wall,False
5401,d,d,wall,wall,False
5402,d,d,wall,wall,False
5403,d,d,wall,wall,False
5404,d,d,wall,wall,False
5405,d,d,wall,wall,False
5406,d,d,wall,table,False
5407,d,d,table,door,False
5408,d,b,door,door,True
5409,b,b,door,wall,False
5410,b,b,wall,wall,False
5411,b,b,wall,wall,False
5412,b,b,wall,door,False
5413,b,b,door,door,False
5414,b,b,door,table,False
5415,b,b,table,wall,False
5416,b,b,wall,wall,False
5417,b,b,wall,table,False
5418,b,b,table,wall,False
5419,b,b,wall,door,False
5420,b,a,door,door,True
5421,a,a,door,wall,False
5422,a,a,wall,wall,False
5423,a,a,wall,wall,False
5424,a,a,wall,door,False
5425,a,a,door,table,False
5426,a,a,table,door,False
5427,a,a,door,wall,False
5428,a,a,wall,wall,False
5429,a,a,wall,wall,False
5430,a,a,wall,wall,False
5431,a,a,wall,door,False
5432,a,a,door,wall,False
5433,a,a,wall,door,False
5434,a,a,door,wall,False
5435,a,a,wall,door,False
5436,a,a,door,wall,False
5437,a,a,wall,wall,False
5438,a,a,wall,wall,False
5439,a,a,wall,table,False
5440,a,a,table,wall,False
5441,a,a,wall,wall,False
5442,a,a,wall,table,False
5443,a,a,table,wall,False
5444,a,a,wall,table,False
5445,a,a,table,wall,False
5446,a,a,wall,wall,False
5447,a,a,wall,wall,False
5448,a,a,wall,table,False
5449,a,a,table,wall,False
5450,a,a,wall,wall,False
5451,a,a,wall,table,False
5452,a,a,table,wall,False
5453,a,a,wall,door,False
5454,a,a,door,wall,False
5455,a,a,wall,wall,False
5456,a,a,wall,wall,False
5457,a,a,wall,table,False
5458,a,a,table,wall,False
5459,a,a,wall,wall,False
5460,a,a,wall,wall,False
5461,a,a,wall,wall,False
5462,a,a,wall,wall,False
5463,a,a,wall,door,False
5464,a,a,door,door,False
5465,a,a,door,table,False
5466,a,a,table,wall,False
5467,a,a,wall,wall,False
5468,a,a,wall,door,False
5469,a,a,door,wall,False
5470,a,a,wall,wall,False
5471,a,a,wall,wall,False
5472,a,a,wall,wall,False
5473,a,a,wall,wall,False
5474,a,a,wall,wall,False
5475,a,a,wall,table,False
5476,a,a,table,wall,False
5477,a,a,wall,wall,False
5478,a,a,wall,wall,False
5479,a,a,wall,wall,False
5480,a,a,wall,door,False
5481,a,a,door,wall,False
5482,a,a,wall,door,False
5483,a,a,door,wall,False
5484,a,a,wall,wall,False
5485,a,a,wall,door,False
5486,a,a,door,door,False
5487,a,a,door,table,False
5488,a,a,table,wall,False
5489,a,a,wall,wall,False
5490,a,a,wall,wall,False
5491,a,a,wall,wall,False
5492,a,a,wall,wall,False
5493,a,a,wall,wall,False
5494,a,a,wall,wall,False
5495,a,a,wall,wall,False
5496,a,a,wall,table,False
5497,a,a,table,wall,False
5498,a,a,wall,door,False
5499,a,a,door,wall,False
5500,a,a,wall,door,False
5501,a,a,door,door,False
5502,a,a,door,wall,False
5503,a,a,wall,wall,False
5504,a,a,wall,wall,False
5505,a,a,wall,wall,False
5506,a,a,wall,wall,False
5507,a,a,wall,wall,False
5508,a,a,wall,wall,False
5509,a,a,wall,wall,False
5510,a,a,wall,wall,False
5511,a,a,wall,wall,False
5512,a,a,wall,wall,False
5513,a,a,wall,door,False
5514,a,a,door,door,False
5515,a,a,door,wall,False
5516,a,a,wall,wall,False
5517,a,a,wall,door,False
5518,a,a,door,wall,False
5519,a,a,wall,wall,False
5520,a,a,wall,table,False
5521,a,a,table,wall,False
5522,a,a,wall,wall,False
5523,a,a,wall,wall,False
5524,a,a,wall,wall,False
5525,a,a,wall,wall,False
5526,a,a,wall,door,False
5527,a,a,door,wall,False
5528,a,a,wall,wall,False
5529,a,a,wall,wall,False
5530,a,a,wall,door,False
5531,a,a,door,table,False
5532,a,a,table,door,False
5533,a,b,door,door,True
5534,b,b,door,wall,False
5535,b,b,wall,door,False
5536,b,b,door,wall,False
5537,b,b,wall,wall,False
5538,b,b,wall,wall,False
5539,b,b,wall,door,False
5540,b,b,door,wall,False
5541,b,b,wall,wall,False
5542,b,b,wall,wall,False
5543,b,b,wall,table,False
5544,b,b,table,door,False
5545,b,b,door,wall,False
5546,b,b,wall,wall,False
5547,b,b,wall,wall,False
5548,b,b,wall,table,False
5549,b,b,table,wall,False
5550,b,b,wall,door,False
5551,b,b,door,table,False
5552,b,b,table,wall,False
5553,b,b,wall,door,False
5554,b,b,door,wall,False
5555,b,b,wall,wall,False
5556,b,b,wall,wall,False
5557,b,b,wall,wall,False
5558,b,b,wall,wall,False
5559,b,b,wall,table,False
5560,b,b,table,wall,False
5561,b,b,wall,door,False
5562,b,b,door,wall,False
5563,b,b,wall,door,False
5564,b,b,door,wall,False
5565,b,b,wall,wall,False
5566,b,b,wall,wall,False
5567,b,b,wall,wall,False
5568,b,b,wall,wall,False
5569,b,b,wall,door,False
5570,b,b,door,wall,False
5571,b,b,wall,table,False
5572,b,b,table,wall,False
5573,b,b,wall,wall,False
5574,b,b,wall,table,False
5575,b,b,table,wall,False
5576,b,b,wall,wall,False
5577,b,b,wall,wall,False
5578,b,b,wall,wall,False
5579,b,b,wall,wall,False
5580,b,b,wall,wall,False
5581,b,b,wall,table,False
5582,b,b,table,wall,False
5583,b,b,wall,wall,False
5584,b,b,wall,wall,False
5585,b,b,wall,wall,False
5586,b,b,wall,door,False
5587,b,b,door,wall,False
5588,b,b,wall,door,False
5589,b,d,door,door,True
5590,d,d,door,wall,False
5591,d,d,wall,wall,False
5592,d,d,wall,door,False
5593,d,d,door,wall,False
5594,d,d,wall,wall,False
5595,d,d,wall,table,False
5596,d,d,table,wall,False
5597,d,d,wall,wall,False
5598,d,d,wall,wall,False
5599,d,d,wall,wall,False
5600,d,d,wall,wall,False
5601,d,d,wall,wall,False
5602,d,d,wall,wall,False
5603,d,d,wall,wall,False
5604,d,d,wall,wall,False
5605,d,d,wall,wall,False
5606,d,d,wall,wall,False
5607,d,d,wall,wall,False
5608,d,d,wall,door,False
5609,d,d,door,table,False
5610,d,d,table,wall,False
5611,d,d,wall,wall,False
5612,d,d,wall,door,False
5613,d,d,door,wall,False
5614,d,d,wall,wall,False
5615,d,d,wall,wall,False
5616,d,d,wall,wall,False
5617,d,d,wall,table,False
5618,d,d,table,door,False
5619,d,d,door,wall,False
5620,d,d,wall,table,False
5621,d,d,table,wall,False
5622,d,d,wall,wall,False
5623,d,d,wall,wall,False
5624,d,d,wall,table,False
5625,d,d,table,door,False
5626,d,c,door,door,True
5627,c,c,door,door,False
5628,c,c,door,wall,False
5629,c,c,wall,door,False
5630,c,c,door,wall,False
5631,c,c,wall,wall,False
5632,c,c,wall,wall,False
5633,c,c,wall,door,False
5634,c,c,door,wall,False
5635,c,c,wall,door,False
5636,c,d,door,door,True
5637,d,d,door,wall,False
5638,d,d,wall,wall,False
5639,d,d,wall,wall,False
5640,d,d,wall,wall,False
5641,d,d,wall,door,False
5642,d,d,door,table,False
5643,d,d,table,door,False
5644,d,d,door,table,False
5645,d,d,table,door,False
5646,d,d,door,wall,False
5647,d,d,wall,door,False
5648,d,d,door,table,False
5649,d,d,table,wall,False
5650,d,d,wall,wall,False
5651,d,d,wall,table,False
5652,d,d,table,wall,False
5653,d,d,wall,wall,False
5654,d,d,wall,door,False
5655,d,d,door,wall,False
5656,d,d,wall,table,False
5657,d,d,table,wall,False
5658,d,d,wall,wall,False
5659,d,d,wall,door,False
5660,d,d,door,wall,False
5661,d,d,wall,door,False
5662,d,d,door,wall,False
5663,d,d,wall,wall,False
5664,d,d,wall,wall,False
5665,d,d,wall,door,False
5666,d,d,door,wall,False
5667,d,d,wall,table,False
5668,d,d,table,wall,False
5669,d,d,wall,door,False
5670,d,d,door,table,False
5671,d,d,table,wall,False
5672,d,d,wall,wall,False
5673,d,d,wall,wall,False
5674,d,d,wall,table,False
5675,d,d,table,wall,False
5676,d,d,wall,door,False
5677,d,d,door,wall,False
5678,d,d,wall,wall,False
5679,d,d,wall,door,False
5680,d,d,door,door,False
5681,d,d,door,door,False
5682,d,d,door,table,False
5683,d,d,table,door,False
5684,d,c,door,door,True
5685,c,c,door,table,False
5686,c,c,table,wall,False
5687,c,c,wall,table,False
5688,c,c,table,wall,False
5689,c,c,wall,door,False
5690,c,c,door,wall,False
5691,c,c,wall,door,False
5692,c,c,door,wall,False
5693,c,c,wall,table,False
5694,c,c,table,wall,False
5695,c,c,wall,wall,False
5696,c,c,wall,wall,False
5697,c,c,wall,door,False
5698,c,c,door,wall,False
5699,c,c,wall,wall,False
5700,c,c,wall,wall,False
5701,c,c,wall,table,False
5702,c,c,table,wall,False
5703,c,c,wall,wall,False
5704,c,c,wall,wall,False
5705,c,c,wall,wall,False
5706,c,c,wall,wall,False
5707,c,c,wall,door,False
5708,c,c,door,wall,False
5709,c,c,wall,door,False
5710,c,c,door,wall,False
5711,c,c,wall,wall,False
5712,c,c,wall,wall,False
5713,c,c,wall,door,False
5714,c,c,door,door,False
5715,c,c,door,wall,False
5716,c,c,wall,door,False
5717,c,c,door,wall,False
5718,c,c,wall,wall,False
5719,c,c,wall,door,False
5720,c,c,door,wall,False
5721,c,c,wall,table,False
5722,c,c,table,wall,False
5723,c,c,wall,wall,False
5724,c,c,wall,wall,False
5725,c,c,wall,wall,False
5726,c,c,wall,wall,False
5727,c,c,wall,table,False
5728,c,c,table,wall,False
5729,c,c,wall,table,False
5730,c,c,table,wall,False
5731,c,c,wall,wall,False
5732,c,c,wall,door,False
5733,c,d,door,door,True
5734,d,d,door,table,False
5735,d,d,table,door,False
5736,d,d,door,door,False
5737,d,d,door,wall,False
5738,d,d,wall,wall,False
5739,d,d,wall,wall,False
5740,d,d,wall,wall,False
5741,d,d,wall,wall,False
5742,d,d,wall,wall,False
5743,d,d,wall,wall,False
5744,d,d,wall,wall,False
5745,d,d,wall,table,False
5746,d,d,table,door,False
5747,d,d,door,wall,False
5748,d,d,wall,wall,False
5749,d,d,wall,wall,False
5750,d,d,wall,door,False
5751,d,c,door,door,True
5752,c,c,door,door,False
5753,c,c,door,wall,False
5754,c,c,wall,wall,False
5755,c,c,wall,wall,False
5756,c,c,wall,wall,False
5757,c,c,wall,table,False
5758,c,c,table,wall,False
5759,c,c,wall,table,False
5760,c,c,table,wall,False
5761,c,c,wall,door,False
5762,c,c,door,wall,False
5763,c,c,wall,wall,False
5764,c,c,wall,wall,False
5765,c,c,wall,wall,False
5766,c,c,wall,wall,False
5767,c,c,wall,wall,False
5768,c,c,wall,door,False
5769,c,a,door,door,True
5770,a,a,door,wall,False
5771,a,a,wall,wall,False
5772,a,a,wall,table,False
5773,a,a,table,wall,False
5774,a,a,wall,wall,False
5775,a,a,wall,wall,False
5776,a,a,wall,wall,False
5777,a,a,wall,door,False
5778,a,a,door,table,False
5779,a,a,table,wall,False
5780,a,a,wall,wall,False
5781,a,a,wall,door,False
5782,a,a,door,wall,False
5783,a,a,wall,wall,False
5784,a,a,wall,wall,False
5785,a,a,wall,wall,False
5786,a,a,wall,wall,False
5787,a,a,wall,door,False
5788,a,a,door,wall,False
5789,a,a,wall,door,False
5790,a,a,door,wall,False
5791,a,a,wall,wall,False
5792,a,a,wall,wall,False
5793,a,a,wall,wall,False
5794,a,a,wall,wall,False
5795,a,a,wall,wall,False
5796,a,a,wall,wall,False
5797,a,a,wall,wall,False
5798,a,a,wall,door,False
5799,a,a,door,table,False
5800,a,a,table,wall,False
5801,a,a,wall,wall,False
5802,a,a,wall,wall,False
5803,a,a,wall,door,False
5804,a,b,door,door,True
5805,b,b,door,wall,False
5806,b,b,wall,wall,False
5807,b,b,wall,wall,False
5808,b,b,wall,wall,False
5809,b,b,wall,wall,False
5810,b,b,wall,door,False
5811,b,b,door,wall,False
5812,b,b,wall,wall,False
5813,b,b,wall,wall,False
5814,b,b,wall,wall,False
5815,b,b,wall,wall,False
5816,b,b,wall,table,False
5817,b,b,table,wall,False
5818,b,b,wall,door,False
5819,b,b,door,wall,False
5820,b,b,wall,door,False
5821,b,b,door,wall,False
5822,b,b,wall,door,False
5823,b,a,door,door,True
5824,a,a,door,wall,False
5825,a,a,wall,wall,False
5826,a,a,wall,wall,False
5827,a,a,wall,table,False
5828,a,a,table,wall,False
5829,a,a,wall,wall,False
5830,a,a,wall,wall,False
5831,a,a,wall,door,False
5832,a,a,door,wall,False
5833,a,a,wall,wall,False
5834,a,a,wall,table,False
5835,a,a,table,wall,False
5836,a,a,wall,wall,False
5837,a,a,wall,wall,False
5838,a,a,wall,table,False
5839,a,a,table,wall,False
5840,a,a,wall,wall,False
5841,a,a,wall,wall,False
5842,a,a,wall,door,False
5843,a,a,door,table,False
5844,a,a,table,wall,False
5845,a,a,wall,wall,False
5846,a,a,wall,table,False
5847,a,a,table,wall,False
5848,a,a,wall,wall,False
5849,a,a,wall,wall,False
5850,a,a,wall,wall,False
5851,a,a,wall,door,False
5852,a,a,door,wall,False
5853,a,a,wall,table,False
5854,a,a,table,wall,False
5855,a,a,wall,wall,False
5856,a,a,wall,door,False
5857,a,b,door,door,True
5858,b,b,door,wall,False
5859,b,b,wall,wall,False
5860,b,b,wall,wall,False
5861,b,b,wall,door,False
5862,b,b,door,wall,False
5863,b,b,wall,table,False
5864,b,b,table,wall,False
5865,b,b,wall,door,False
5866,b,b,door,door,False
5867,b,b,door,door,False
5868,b,b,door,wall,False
5869,b,b,wall,wall,False
5870,b,b,wall,wall,False
5871,b,b,wall,wall,False
5872,b,b,wall,door,False
5873,b,b,door,wall,False
5874,b,b,wall,wall,False
5875,b,b,wall,wall,False
5876,b,b,wall,door,False
5877,b,b,door,wall,False
5878,b,b,wall,wall,False
5879,b,b,wall,wall,False
5880,b,b,wall,wall,False
5881,b,b,wall,wall,False
5882,b,b,wall,door,False
5883,b,b,door,wall,False
5884,b,b,wall,wall,False
5885,b,b,wall,wall,False
5886,b,b,wall,door,False
5887,b,b,door,wall,False
5888,b,b,wall,door,False
5889,b,b,door,wall,False
5890,b,b,wall,wall,False
5891,b,b,wall,table,False
5892,b,b,table,wall,False
5893,b,b,wall,wall,False
5894,b,b,wall,wall,False
5895,b,b,wall,wall,False
5896,b,b,wall,wall,False
5897,b,b,wall,wall,False
5898,b,b,wall,wall,False
5899,b,b,wall,wall,False
5900,b,b,wall,wall,False
